date,home_team,away_team,p,y
2023-12-17,TENNESSEE TITANS,HOUSTON TEXANS,0.5,0
2023-12-17,ARIZONA CARDINALS,SAN FRANCISCO 49ERS,0.5,0
2023-12-17,LOS ANGELES RAMS,WASHINGTON COMMANDERS,0.5,1
2023-12-17,BUFFALO BILLS,DALLAS COWBOYS,0.5,1
2023-12-17,JACKSONVILLE JAGUARS,BALTIMORE RAVENS,0.5,0
2023-12-18,SEATTLE SEAHAWKS,PHILADELPHIA EAGLES,0.5,1
2023-12-21,LOS ANGELES RAMS,NEW ORLEANS SAINTS,0.5,1
2023-12-23,PITTSBURGH STEELERS,CINCINNATI BENGALS,0.5,1
2023-12-23,LOS ANGELES CHARGERS,BUFFALO BILLS,0.5,0
2023-12-24,ATLANTA FALCONS,INDIANAPOLIS COLTS,0.5,1
2023-12-24,CAROLINA PANTHERS,GREEN BAY PACKERS,0.5,0
2023-12-24,HOUSTON TEXANS,CLEVELAND BROWNS,0.5,0
2023-12-24,MINNESOTA VIKINGS,DETROIT LIONS,0.5,0
2023-12-24,NEW YORK JETS,WASHINGTON COMMANDERS,0.5,1
2023-12-24,TENNESSEE TITANS,SEATTLE SEAHAWKS,0.5,0
2023-12-24,TAMPA BAY BUCCANEERS,JACKSONVILLE JAGUARS,0.5,1
2023-12-24,CHICAGO BEARS,ARIZONA CARDINALS,0.5,1
2023-12-24,MIAMI DOLPHINS,DALLAS COWBOYS,0.5,1
2023-12-24,DENVER BRONCOS,NEW ENGLAND PATRIOTS,0.5,0
2023-12-25,KANSAS CITY CHIEFS,LAS VEGAS RAIDERS,0.5,0
2023-12-25,PHILADELPHIA EAGLES,NEW YORK GIANTS,0.5,1
2023-12-25,SAN FRANCISCO 49ERS,BALTIMORE RAVENS,0.5,0
2023-12-28,CLEVELAND BROWNS,NEW YORK JETS,0.5,1
2023-12-30,DALLAS COWBOYS,DETROIT LIONS,0.5,1
2023-12-31,BALTIMORE RAVENS,MIAMI DOLPHINS,0.5,1
2023-12-31,BUFFALO BILLS,NEW ENGLAND PATRIOTS,0.5,1
2023-12-31,CHICAGO BEARS,ATLANTA FALCONS,0.5,1
2023-12-31,HOUSTON TEXANS,TENNESSEE TITANS,0.5,1
2023-12-31,INDIANAPOLIS COLTS,LAS VEGAS RAIDERS,0.5,1
2023-12-31,JACKSONVILLE JAGUARS,CAROLINA PANTHERS,0.5,1
2023-12-31,NEW YORK GIANTS,LOS ANGELES RAMS,0.5,0
2023-12-31,PHILADELPHIA EAGLES,ARIZONA CARDINALS,0.5,0
2023-12-31,TAMPA BAY BUCCANEERS,NEW ORLEANS SAINTS,0.5,0
2023-12-31,WASHINGTON COMMANDERS,SAN FRANCISCO 49ERS,0.5,0
2023-12-31,SEATTLE SEAHAWKS,PITTSBURGH STEELERS,0.5,0
2023-12-31,DENVER BRONCOS,LOS ANGELES CHARGERS,0.5,1
2023-12-31,KANSAS CITY CHIEFS,CINCINNATI BENGALS,0.5,1
2023-12-31,MINNESOTA VIKINGS,GREEN BAY PACKERS,0.5,0
2023-12-31,BALTIMORE RAVENS,PITTSBURGH STEELERS,0.5,0
2023-12-31,INDIANAPOLIS COLTS,HOUSTON TEXANS,0.5,0
2023-12-31,CAROLINA PANTHERS,TAMPA BAY BUCCANEERS,0.5,0
2023-12-31,CINCINNATI BENGALS,CLEVELAND BROWNS,0.5,1
2023-12-31,DETROIT LIONS,MINNESOTA VIKINGS,0.5,1
2023-12-31,NEW ENGLAND PATRIOTS,NEW YORK JETS,0.5,0
2023-12-31,NEW ORLEANS SAINTS,ATLANTA FALCONS,0.5,1
2023-12-31,TENNESSEE TITANS,JACKSONVILLE JAGUARS,0.5,1
2023-12-31,ARIZONA CARDINALS,SEATTLE SEAHAWKS,0.5,0
2023-12-31,GREEN BAY PACKERS,CHICAGO BEARS,0.5,1
2023-12-31,LAS VEGAS RAIDERS,DENVER BRONCOS,0.5,1
2023-12-31,LOS ANGELES CHARGERS,KANSAS CITY CHIEFS,0.5,0
2023-12-31,NEW YORK GIANTS,PHILADELPHIA EAGLES,0.5,1
2023-12-31,SAN FRANCISCO 49ERS,LOS ANGELES RAMS,0.5,0
2023-12-31,WASHINGTON COMMANDERS,DALLAS COWBOYS,0.5,0
2023-12-31,MIAMI DOLPHINS,BUFFALO BILLS,0.5,0
